NODE,LABEL,VALUE
50411,3,0.05383768
50408,3,0.05384319
50518,3,0.05620527
50516,3,0.05841331
50653,3,0.05846709
50420,3,0.06077638
50422,3,0.06313518
50065,3,0.02456998
50062,3,0.02425363
50070,3,0.02442388
50067,3,0.02389051
50605,3,0.02359855
50602,3,0.02327821
50895,3,0.02410607
50074,3,0.02377203
50079,3,0.02268718
50076,3,0.02258294
50301,3,0.02258067
50299,3,0.02236764
50754,3,0.02226113
50752,3,0.02226113
50757,3,0.02226113
50311,3,0.02215462
50313,3,0.02215239
50310,3,0.02204811
51137,3,0.02204811
50316,3,0.02204811
50321,3,0.02194159
50318,3,0.02194159
50646,3,0.02194159
50644,3,0.0219438
51150,3,0.02183728
50341,3,0.02183728
50343,3,0.02183728
50340,3,0.02173076
50524,3,0.02173295
50334,3,0.02173295
50339,3,0.02162641
50336,3,0.02152204
51073,3,0.02152204
50926,3,0.02152204
50928,3,0.0214155
50925,3,0.02141766
51145,3,0.0213111
51045,3,0.02120455
51047,3,0.02110011
50525,3,0.02109799
50527,3,0.02099566
50364,3,0.02088698
50660,3,0.02088908
50528,3,0.02078041
50533,3,0.02067593
50530,3,0.02056935
50682,3,0.02057142
50377,3,0.02046278
50539,3,0.02035825
50537,3,0.02025166
50687,3,0.0202537
50468,3,0.02014507
50469,3,0.0200405
50369,3,0.02003848
50467,3,0.01993591
50392,3,0.0198293
50550,3,0.0198273
50383,3,0.0198273
50388,3,0.01983928
51592,1,-0.00165011
51491,1,-0.00090527
51579,1,-0.00015505
51577,1,0.0005683
51647,1,0.00128295
51637,1,0.00198816
51641,1,0.00261706
51638,1,0.00261821
51801,1,0.00318544
51547,1,0.00382556
51548,1,0.00431697
51472,1,0.00491491
51477,1,0.00476867
51474,1,0.00532582
51565,1,0.00570187
51563,1,0.00570469
51791,1,0.00602208
51461,1,0.00652566
51558,1,0.00677179
51553,1,0.00677179
51779,1,0.00693195
51541,1,0.0073773
51546,1,0.00719747
51543,1,0.00761307
52045,1,0.00773681
52044,1,0.00773681
52258,1,0.00780956
52034,1,0.00818803
52037,1,0.00784518
51521,1,0.00820712
51523,1,0.00818262
51520,1,0.00818814
51613,1,0.00812461
51611,1,0.00844292
52302,1,0.00800673
51526,1,0.00832298
51530,1,0.00815499
51257,1,-0.00107228
51218,1,-0.00105601
51220,1,-0.0009703
51217,1,-0.0009703
51262,1,-0.00087718
51260,1,-0.00086527
51997,1,-0.00097986
51855,1,-0.00096638
52181,1,-0.00095054
51394,1,-0.00094607
51396,1,-0.00096654
51393,1,-0.00095517
51866,1,-0.00095959
51864,1,-0.00095959
51871,1,-0.00096183
51406,1,-0.000955
51408,1,-0.00095054
51405,1,-0.00094819
51879,1,-0.00093708
51411,1,-0.00093708
51416,1,-0.00091709
51413,1,-0.0009193
51730,1,-0.00089941
51728,1,-0.00089941
51905,1,-0.00087305
51438,1,-0.00087305
51440,1,-0.00084446
51437,1,-0.00084253
51619,1,-0.00081189
51432,1,-0.00081408
51436,1,-0.00077743
51421,1,-0.0007736
51941,1,-0.00073893
51939,1,-0.00073893
52151,1,-0.00070077
52150,1,-0.00069861
52288,1,-0.00066081
51762,1,-0.00065537
51765,1,-0.00061384
51625,1,-0.00061384
51627,1,-0.00057059
51467,1,-0.0005677
51770,1,-0.00052985
51628,1,-0.00052505
51633,1,-0.00048282
51630,1,-0.00048033
51793,1,-0.00043892
51486,1,-0.00043871
51636,1,-0.00039545
51634,1,-0.00039337
51799,1,-0.00035465
51569,1,-0.00035075
51570,1,-0.00031058
51478,1,-0.00031058
51568,1,-0.00027081
51501,1,-0.00026737
51648,1,-0.00023345
51492,1,-0.00023145
51497,1,-0.00019554
51592,3,-0.00637366
51491,3,-0.0034956
51579,3,-0.0006159
51577,3,0.00225855
51647,3,0.00524886
51637,3,0.00813059
51641,3,0.01102954
51638,3,0.01103069
51801,3,0.0138357
51547,3,0.01662348
51548,3,0.01933611
51472,3,0.02202455
51477,3,0.02205882
51474,3,0.02464789
51565,3,0.02727363
51563,3,0.02727645
51791,3,0.02980558
51461,3,0.0322947
51558,3,0.03473679
51553,3,0.03473321
51779,3,0.03687953
51541,3,0.03925297
51546,3,0.03977613
51543,3,0.04207291
52045,3,0.04452894
52044,3,0.04452894
52258,3,0.04688622
52034,3,0.04918363
52037,3,0.04924413
51521,3,0.05154918
51523,3,0.05391487
51520,3,0.05392039
51613,3,0.05628001
51611,3,0.05849099
52302,3,0.05855074
51526,3,0.06085713
51530,3,0.06320598
51257,3,0.02489242
51218,3,0.02457438
51220,3,0.02404016
51217,3,0.02404016
51262,3,0.02232782
51260,3,0.02202707
51997,3,0.02389559
51855,3,0.02356676
52181,3,0.02265062
51394,3,0.02254428
51396,3,0.02262161
51393,3,0.02240819
51866,3,0.02230149
51864,3,0.02230149
51871,3,0.02229925
51406,3,0.02219478
51408,3,0.02219478
51405,3,0.02208808
51879,3,0.02208808
51411,3,0.02208808
51416,3,0.02198137
51413,3,0.02198358
51730,3,0.02198137
51728,3,0.02198358
51905,3,0.02187686
51438,3,0.02187686
51440,3,0.02187906
51437,3,0.02177015
51619,3,0.02177234
51432,3,0.02177234
51436,3,0.02166779
51421,3,0.02156105
51941,3,0.02156105
51939,3,0.02156105
52151,3,0.02145647
52150,3,0.02145431
52288,3,0.02134972
51762,3,0.02124297
51765,3,0.02113835
51625,3,0.02113835
51627,3,0.02103159
51467,3,0.02092693
51770,3,0.02092693
51628,3,0.02081807
51633,3,0.02071547
51630,3,0.02060662
51793,3,0.02060869
51486,3,0.02050191
51636,3,0.02039513
51634,3,0.02028835
51799,3,0.02029039
51569,3,0.02018157
51570,3,0.0200768
51478,3,0.0200768
51568,3,0.01995798
51501,3,0.01985324
51648,3,0.01986921
51492,3,0.01986921
51497,3,0.01987519
52728,1,-0.00164878
52619,1,-0.00090454
52790,1,-0.00015512
52711,1,0.000569
52788,1,0.00128295
52779,1,0.00198816
52783,1,0.00261706
52780,1,0.00261821
52907,1,0.00318401
52698,1,0.00382729
52700,1,0.00431697
52697,1,0.00491491
53042,1,0.00476639
52679,1,0.00532838
52684,1,0.00570187
52681,1,0.00570469
52898,1,0.00602208
52595,1,0.00652566
52692,1,0.00677179
52691,1,0.00677179
53351,1,0.00700492
52673,1,0.00745496
52678,1,0.00718521
52675,1,0.00759578
53099,1,0.00772767
53098,1,0.0077231
53325,1,0.00779515
53089,1,0.00817794
53092,1,0.00783005
52650,1,0.00819129
52652,1,0.00817159
52649,1,0.00817159
52757,1,0.00811311
52755,1,0.00843097
53369,1,0.00799478
52655,1,0.00831677
52659,1,0.00814855
52316,1,-0.00106978
52313,1,-0.00105601
52321,1,-0.00096788
52318,1,-0.00096788
52969,1,-0.00092697
52968,1,-0.00091438
53062,1,-0.00095414
52730,1,-0.00094101
52732,1,-0.00095282
52729,1,-0.00095062
52843,1,-0.00096427
52534,1,-0.00095517
52539,1,-0.00095959
52536,1,-0.00095735
52751,1,-0.00095959
52541,1,-0.000955
52543,1,-0.00095054
52540,1,-0.00094597
53373,1,-0.00093486
52546,1,-0.00093708
52551,1,-0.00091709
52548,1,-0.00091709
52856,1,-0.00089941
52854,1,-0.0008972
52997,1,-0.00087305
52568,1,-0.00087085
52570,1,-0.00084446
52567,1,-0.00084034
52763,1,-0.00081189
52561,1,-0.00081189
52566,1,-0.00077525
52563,1,-0.0007736
53033,1,-0.00073676
53030,1,-0.00073893
53104,1,-0.00069861
53102,1,-0.00069861
53235,1,-0.00065866
53209,1,-0.00065537
53211,1,-0.00061172
52764,1,-0.00061384
52766,1,-0.00057059
52601,1,-0.0005677
52881,1,-0.00052564
52767,1,-0.00052505
52772,1,-0.00048282
52769,1,-0.00048033
52900,1,-0.00043892
52614,1,-0.00043665
52778,1,-0.00039545
52776,1,-0.00039337
52905,1,-0.00035261
52702,1,-0.00035075
52703,1,-0.00031058
52606,1,-0.00031058
52705,1,-0.00026881
52629,1,-0.00026937
52789,1,-0.00023145
52620,1,-0.00023145
52625,1,-0.00019554
52728,3,-0.00636834
52619,3,-0.00349231
52790,3,-0.00061648
52711,3,0.00226044
52788,3,0.00524886
52779,3,0.00813059
52783,3,0.01102954
52780,3,0.01103069
52907,3,0.0138357
52698,3,0.01662176
52700,3,0.01933811
52697,3,0.02202455
53042,3,0.02205882
52679,3,0.02464533
52684,3,0.02727645
52681,3,0.02727363
52898,3,0.02980558
52595,3,0.03229803
52692,3,0.03473321
52691,3,0.03473321
53351,3,0.03727894
52673,3,0.03966986
52678,3,0.039723
52675,3,0.04201671
53099,3,0.04446953
53098,3,0.04446496
53325,3,0.04682375
53089,3,0.04911809
53092,3,0.04917859
52650,3,0.05148056
52652,3,0.05383768
52649,3,0.05384319
52757,3,0.05620527
52755,3,0.05840734
53369,3,0.05847306
52655,3,0.06077638
52659,3,0.06314162
52316,3,0.02484993
52313,3,0.02452997
52321,3,0.02398947
52318,3,0.02398947
52969,3,0.02356299
52968,3,0.02324313
53062,3,0.02324313
52730,3,0.02292097
52732,3,0.02270775
52729,3,0.02260114
52843,3,0.02260114
52534,3,0.02238792
52539,3,0.02227907
52536,3,0.02228131
52751,3,0.02228131
52541,3,0.0221747
52543,3,0.02217247
52540,3,0.02206809
53373,3,0.02206809
52546,3,0.02206809
52551,3,0.02196148
52548,3,0.02196148
52856,3,0.02196369
52854,3,0.02196148
52997,3,0.02185707
52568,3,0.02185707
52570,3,0.02185927
52567,3,0.02175045
52763,3,0.02175264
52561,3,0.02175264
52566,3,0.02164819
52563,3,0.02154371
53033,3,0.02153938
53030,3,0.02154155
53104,3,0.02143706
53102,3,0.02143491
53235,3,0.02133041
53209,3,0.02122376
53211,3,0.02111923
52764,3,0.02111711
52766,3,0.02101257
52601,3,0.02090801
52881,3,0.0209059
52767,3,0.02080133
52772,3,0.02069466
52769,3,0.02058799
52900,3,0.02059006
52614,3,0.02048131
52778,3,0.02037669
52776,3,0.02027
52905,3,0.02027
52702,3,0.02016332
52703,3,0.02005865
52606,3,0.02005865
52705,3,0.01995196
52629,3,0.01984526
52789,3,0.01984526
52620,3,0.01984526
52625,3,0.01985324
53738,1,-0.00165011
53644,1,-0.00090454
53728,1,-0.00015531
53727,1,0.00056924
53804,1,0.00128349
53794,1,0.001989
53798,1,0.00261936
53795,1,0.00261936
53940,1,0.00318688
53696,1,0.00382901
53697,1,0.00431898
53626,1,0.00491948
53631,1,0.0047184
53628,1,0.00527221
53712,1,0.00567366
53710,1,0.00567084
53931,1,0.00603747
53615,1,0.00654234
53708,1,0.00678971
53705,1,0.00678971
53923,1,0.00702412
53690,1,0.00747539
53695,1,0.00720156
53692,1,0.00761739
54182,1,0.00774138
54181,1,0.00774138
54402,1,0.00777592
54171,1,0.00815778
54174,1,0.00780989
53671,1,0.00817018
53673,1,0.00818814
53670,1,0.00818814
54464,1,0.00812461
54437,1,0.00844292
54441,1,0.00801271
53677,1,0.00832298
53679,1,0.00816142
53453,1,-0.00106978
53450,1,-0.00105601
53753,1,-0.0009703
53751,1,-0.0009703
53757,1,-0.00091511
53755,1,-0.00090269
54102,1,-0.00095648
53978,1,-0.00094562
53979,1,-0.00095282
53560,1,-0.00095062
53562,1,-0.00096654
53559,1,-0.00095517
53991,1,-0.00095959
53989,1,-0.00096183
53995,1,-0.00095735
53571,1,-0.00095277
53573,1,-0.0009483
53570,1,-0.00094152
54000,1,-0.00093486
53576,1,-0.00093486
53581,1,-0.00091488
53578,1,-0.00091709
53881,1,-0.0008972
53879,1,-0.00089941
54028,1,-0.00087085
53598,1,-0.00087305
53600,1,-0.00084446
53597,1,-0.00084034
53782,1,-0.00081189
53591,1,-0.00081189
53596,1,-0.00077743
53593,1,-0.00077143
54063,1,-0.00073893
54060,1,-0.00073893
54187,1,-0.00069861
53783,1,-0.00069646
53787,1,-0.00065866
53784,1,-0.00065324
54337,1,-0.0006096
53788,1,-0.00061172
53790,1,-0.00057482
53621,1,-0.000574
53915,1,-0.00052775
53913,1,-0.00052296
54375,1,-0.00048282
53932,1,-0.00048033
53933,1,-0.00043892
53639,1,-0.00043665
53793,1,-0.00039749
53791,1,-0.00039337
53938,1,-0.00035465
53718,1,-0.00035278
53720,1,-0.00031058
53632,1,-0.00031058
53717,1,-0.00027282
53654,1,-0.00026937
53805,1,-0.00023345
53645,1,-0.00023145
53650,1,-0.00019753
53738,3,-0.00637166
53644,3,-0.00349414
53728,3,-0.00061687
53727,3,0.00226209
53804,3,0.00525215
53794,3,0.00813653
53798,3,0.01103758
53795,3,0.01103758
53940,3,0.01384432
53696,3,0.01663385
53697,3,0.01935215
53626,3,0.02204054
53631,3,0.02183261
53628,3,0.02439513
53712,3,0.02711846
53710,3,0.02712128
53931,3,0.02987331
53615,3,0.03236809
53708,3,0.03481204
53705,3,0.03481204
53923,3,0.03735958
53690,3,0.03976387
53695,3,0.03981291
53692,3,0.04211182
54182,3,0.04457007
54181,3,0.0445655
54402,3,0.04671321
54171,3,0.04900212
54174,3,0.04902733
53671,3,0.05131695
53673,3,0.05393142
53670,3,0.05393142
54464,3,0.05629151
54437,3,0.05850294
54441,3,0.05856269
53677,3,0.06087576
53679,3,0.06321886
53453,3,0.02486992
53450,3,0.02454971
53753,3,0.02401119
53751,3,0.02401119
53757,3,0.02327613
53755,3,0.02295782
54102,3,0.023332
53978,3,0.02301091
53979,3,0.02273517
53560,3,0.02262843
53562,3,0.02262843
53559,3,0.02241495
53991,3,0.02230597
53989,3,0.02230597
53995,3,0.02223647
53571,3,0.02212784
53573,3,0.02211222
53570,3,0.0220037
54000,3,0.02203256
53576,3,0.02203034
53581,3,0.02191729
53578,3,0.02191729
53881,3,0.02196148
53879,3,0.02196148
54028,3,0.02185707
53598,3,0.02185487
53600,3,0.02185707
53597,3,0.02174826
53782,3,0.02175264
53591,3,0.02175045
53596,3,0.02164601
53593,3,0.02153938
54063,3,0.02154155
54060,3,0.02154155
54187,3,0.02138316
53783,3,0.02138316
53787,3,0.02128535
53784,3,0.02118106
54337,3,0.02100028
53788,3,0.02100241
53790,3,0.02121544
53621,3,0.02110985
53915,3,0.02086806
53913,3,0.02076368
54375,3,0.02067177
53932,3,0.02056728
53933,3,0.02053623
53639,3,0.02042776
53793,3,0.02039718
53791,3,0.02029039
53938,3,0.02030669
53718,3,0.02020184
53720,3,0.02011109
53632,3,0.02010907
53717,3,0.02003621
53654,3,0.01992907
53805,3,0.01992108
53645,3,0.01992308
53650,3,0.01993904
54858,1,-0.00164878
54754,1,-0.00090454
54849,1,-0.00015512
54848,1,0.000569
54916,1,0.00128295
54906,1,0.00198816
54910,1,0.00261706
54907,1,0.00261706
55050,1,0.00318544
54812,1,0.00382729
54814,1,0.00431497
54811,1,0.00491719
55154,1,0.00476639
54828,1,0.00532838
54830,1,0.00570187
54827,1,0.00570187
55041,1,0.00602208
54730,1,0.00652566
54822,1,0.00677179
54818,1,0.00677538
55030,1,0.00700492
54805,1,0.00745496
54810,1,0.00718521
54807,1,0.00759578
55231,1,0.00772767
55230,1,0.0077231
55581,1,0.00779515
55220,1,0.00817794
55223,1,0.00782501
54773,1,0.00819657
54775,1,0.00817159
54772,1,0.00817159
55008,1,0.00811311
54779,1,0.00843097
54781,1,0.00800076
54778,1,0.00831056
55120,1,0.00814855
54673,1,-0.00106728
54557,1,-0.00105601
54683,1,-0.00096788
54680,1,-0.00096547
54964,1,-0.00092697
54961,1,-0.00091205
55182,1,-0.00095882
55083,1,-0.00094332
55265,1,-0.00095282
54714,1,-0.00095062
54716,1,-0.00096427
54713,1,-0.00095517
55099,1,-0.00095959
54689,1,-0.00095735
54694,1,-0.00095959
54691,1,-0.000955
55510,1,-0.00095054
55507,1,-0.00094597
55594,1,-0.00093486
54995,1,-0.00093708
55301,1,-0.00091709
54695,1,-0.00091709
54700,1,-0.00089941
54697,1,-0.0008972
54993,1,-0.00087305
54883,1,-0.00087085
54885,1,-0.00084446
54882,1,-0.00084034
54890,1,-0.00081189
54707,1,-0.00081189
54712,1,-0.00077525
54709,1,-0.0007736
55139,1,-0.00073676
55136,1,-0.00073893
55237,1,-0.00069861
55235,1,-0.00069861
55465,1,-0.00065866
55453,1,-0.00065537
55455,1,-0.00061172
54891,1,-0.00061384
54893,1,-0.00057059
54736,1,-0.0005677
55022,1,-0.00052564
54894,1,-0.00052505
54899,1,-0.00048282
54896,1,-0.00048033
55043,1,-0.00043892
54749,1,-0.00043665
54905,1,-0.00039545
54903,1,-0.00039337
55048,1,-0.00035261
54832,1,-0.00035075
54833,1,-0.00031058
54741,1,-0.00031058
54835,1,-0.00026881
54764,1,-0.00026937
54917,1,-0.00023145
54755,1,-0.00023145
54760,1,-0.00019554
54858,3,-0.00636834
54754,3,-0.00349231
54849,3,-0.00061648
54848,3,0.0022602
54916,3,0.00524886
54906,3,0.00813059
54910,3,0.01103069
54907,3,0.01102954
55050,3,0.0138357
54812,3,0.01662176
54814,3,0.01933811
54811,3,0.02202455
55154,3,0.02205882
54828,3,0.02464533
54830,3,0.02727363
54827,3,0.02727645
55041,3,0.02980558
54730,3,0.0322947
54822,3,0.03473679
54818,3,0.03473321
55030,3,0.03727894
54805,3,0.03967395
54810,3,0.03971891
54807,3,0.04201671
55231,3,0.04446953
55230,3,0.04446953
55581,3,0.04681894
55220,3,0.04912313
55223,3,0.04917355
54773,3,0.05148056
54775,3,0.05384319
54772,3,0.05383768
55008,3,0.05621677
54779,3,0.05841331
54781,3,0.05847306
54778,3,0.06077638
55120,3,0.06313518
54673,3,0.02482493
54557,3,0.02450283
54683,3,0.02395809
54680,3,0.02395809
54964,3,0.02353454
54961,3,0.02321273
55182,3,0.02332732
55083,3,0.023004
55265,3,0.02270775
54714,3,0.02260114
54716,3,0.02260114
54713,3,0.02238567
55099,3,0.02228131
54689,3,0.02228131
54694,3,0.02227907
54691,3,0.0221747
55510,3,0.02217247
55507,3,0.02206809
55594,3,0.02206809
54995,3,0.02206809
55301,3,0.02196148
54695,3,0.02196148
54700,3,0.02196369
54697,3,0.02196148
54993,3,0.02185707
54883,3,0.02185707
54885,3,0.02185707
54882,3,0.02175264
54890,3,0.02175264
54707,3,0.02175045
54712,3,0.02164819
54709,3,0.02153938
55139,3,0.02154155
55136,3,0.02154155
55237,3,0.02143706
55235,3,0.02143706
55465,3,0.02133041
55453,3,0.02122589
55455,3,0.02111923
54891,3,0.02111711
54893,3,0.02101257
54736,3,0.02090801
55022,3,0.0209059
54894,3,0.02080133
54899,3,0.02069466
54896,3,0.02058799
55043,3,0.02059006
54749,3,0.02048131
54905,3,0.02037669
54903,3,0.02027
55048,3,0.02027204
54832,3,0.02016332
54833,3,0.02005865
54741,3,0.02005664
54835,3,0.01995196
54764,3,0.01984526
54917,3,0.01984526
54755,3,0.01984526
54760,3,0.01985524
